Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speaker_name
591	1	i would, but i just don't like any of the candidates.	Inform	00:06:26,303	00:06:29,106	superstore	Nico
591	2	i'm not just trying to collect stickers.	Oppose	00:06:40,017	00:06:41,785	superstore	Nico
592	0	oh, yeah. that's drying up real nice.	Praise	00:07:06,944	00:07:09,146	superstore	Dina
592	1	did you write yourself in for attorney general?	Care	00:07:09,179	00:07:11,949	superstore	Dina
592	4	there's, like, 50 ballots here.	Inform	00:07:20,623	00:07:22,860	superstore	Dina
592	5	that could change the outcome of a close election, and missouri's a swing state, so we could be changing the course of history.	Inform	00:07:22,893	00:07:27,965	superstore	Dina
592	8	we need to speed this up.	Inform	00:07:53,090	00:07:55,825	superstore	Glenn
593	3	what? no. we're making the pamphlet.	Oppose	00:09:16,706	00:09:19,209	superstore	Amy
593	5	i feel like he's mocking us.	Complain	00:09:27,217	00:09:29,219	superstore	Jonah
593	6	ooh, what about palatino?	Advise	00:09:29,252	00:09:31,588	superstore	Jonah
593	7	oh, palatino's nice, actually.	Agree	00:09:31,621	00:09:33,991	superstore	Amy
594	0	guess who got a sticker.	Flaunt	00:09:40,763	00:09:42,699	superstore	Cheyenne
594	3	i appreciate it.	Thank	00:09:55,112	00:09:57,314	superstore	Nico
596	1	you know what, i'm fed up with these corporate fat cats too.	Complain	00:11:53,230	00:11:55,465	superstore	superstore person1
596	2	thank you very much. i appreciate it.	Thank	00:12:05,408	00:12:07,877	superstore	Jonah
598	0	yeah, it's okay.	Agree	00:13:18,948	00:13:20,550	superstore	superstore person3
598	4	$10,000 and five years in prison.	Inform	00:13:32,995	00:13:35,565	superstore	superstore person3
598	6	let him answer.	Arrange	00:13:42,905	00:13:44,774	superstore	Glenn
598	7	prison.	Inform	00:13:44,807	00:13:46,175	superstore	superstore person3
601	1	yeah. i mean, like, barely.	Agree	00:16:03,112	00:16:05,548	superstore	Marcus
601	4	oh. well, that's good.	Praise	00:16:18,160	00:16:20,630	superstore	Glenn
601	5	no, that's bad.	Oppose	00:16:20,663	00:16:21,631	superstore	Marcus
601	9	okay, well, if it were me, i guess i'd get my partner to confess on tape.	Inform	00:16:30,039	00:16:33,743	superstore	Marcus
601	10	that way, if it went south, you could trade that in for a reduced sentence.	Inform	00:16:33,776	00:16:36,979	superstore	Marcus
601	11	that's what my mom did to me.	Inform	00:16:37,013	00:16:38,715	superstore	Marcus
601	14	thanks.	Thank	00:16:41,984	00:16:43,386	superstore	Glenn
602	1	oh-ho-ho. look who's in demand today.	Flaunt	00:16:49,125	00:16:53,029	superstore	Marcus
603	1	she's super cute.	Praise	00:16:59,135	00:16:59,936	superstore	Amy
603	2	yeah, she's really cute for jonah.	Agree	00:16:59,969	00:17:02,739	superstore	Nico
603	3	oh, yeah. they've had sex, like, 11 times.	Agree	00:17:04,140	00:17:06,142	superstore	Garrett
603	5	you okay, sweetie? you seem stressed.	Care	00:17:08,678	00:17:11,748	superstore	Nico
603	6	my shoulders are so tight.	Complain	00:17:13,983	00:17:16,118	superstore	Amy
603	9	maybe he's drunk.	Joke	00:17:29,799	00:17:31,100	superstore	Garrett
603	10	there's a lot of drunk people here.	Inform	00:17:31,133	00:17:32,802	superstore	Garrett
606	0	i'm sorry. i didn't know naomi was coming in today.	Apologise	00:18:19,716	00:18:23,653	superstore	Jonah
606	6	no! no, i don't care.	Oppose	00:18:33,062	00:18:34,664	superstore	Amy
606	8	so the new shift starts soon.	Inform	00:18:38,234	00:18:39,902	superstore	Jonah
606	13	put me down!	Arrange	00:19:13,302	00:19:15,271	superstore	Myrtle
606	14	he's such an idiot.	Complain	00:19:15,304	00:19:16,973	superstore	Amy
608	0	you know, that's funny, because i distinctly remembered you destroying the ballots, glenn sturgis.	Criticize	00:19:40,096	00:19:44,266	superstore	Dina
608	2	i was in my office all day long...	Inform	00:19:46,703	00:19:49,806	superstore	Glenn
608	3	excuse me.	Greet	00:19:52,642	00:19:54,110	superstore	Cheyenne
608	4	just wanted to let you know i voted.	Inform	00:19:54,143	00:19:55,878	superstore	Nico
609	1	we did it! we got langham elected!	Inform	00:20:11,327	00:20:14,764	superstore	Amy
609	3	i know! it's amazing!	Praise	00:20:20,770	00:20:22,905	superstore	Amy
609	4	oh, it's such a rush. thank you for involving me.	Thank	00:20:22,939	00:20:24,641	superstore	Marcus
609	5	no, thank you! we made a good team.	Thank	00:20:24,674	00:20:26,709	superstore	Amy
609	6	ew, no. marcus, what the hell?	Prevent	00:20:30,713	00:20:32,081	superstore	Marcus
609	10	i was just a little-marcus!	Prevent	00:20:45,094	00:20:46,362	superstore	Amy
610	0	we're missing 53 ballots.	Inform	00:20:54,804	00:20:57,073	superstore	superstore person1
613	0	ugh, what is the point of these people?	Complain	00:03:36,850	00:03:38,619	superstore	Nico
613	1	they're so bad, they make jonah look competent.	Complain	00:03:38,652	00:03:40,754	superstore	Nico
613	3	this is the grimmest year ever.	Complain	00:03:41,922	00:03:43,524	superstore	Dina
613	12	oh, i'm jonah.	Joke	00:04:08,281	00:04:10,150	superstore	Garrett
613	13	i'm too proper to gamble.	Taunt	00:04:10,183	00:04:11,952	superstore	Garrett
613	14	where's me monocle? mm-kay.	Joke	00:04:11,985	00:04:13,854	superstore	Garrett
613	15	i eat macadamia nuts out of jar inside of other jar.	Joke	00:04:15,155	00:04:18,926	superstore	Dina
613	19	yeah, well, he's not british either.	Oppose	00:04:35,943	00:04:37,310	superstore	Dina
616	1	he's a legend.	Praise	00:05:52,312	00:05:53,847	superstore	superstore person1
616	2	you sound really qualified.	Praise	00:05:53,881	00:05:56,216	superstore	Glenn
616	4	well, not yet, my fat red friend.	Oppose	00:06:07,194	00:06:10,330	superstore	Glenn
617	3	we should-we should do another round.	Advise	00:06:45,765	00:06:47,100	superstore	Jonah
617	4	oh! oh, hey! uh, we should do a pool.	Advise	00:06:52,372	00:06:55,375	superstore	Jonah
617	5	i won.	Flaunt	00:06:57,177	00:06:58,178	superstore	Jonah
619	0	look, why don't you just try to move the boxes closer to the shelf and see if that doesn't make it easier?	Advise	00:07:21,935	00:07:26,339	superstore	Amy
619	5	well, stop buying pans that i can't get wet!	Criticize	00:07:39,086	00:07:43,090	superstore	Adam
619	7	thank you for that.	Thank	00:07:53,901	00:07:55,936	superstore	Amy
620	0	ignore me. just doing some research.	Inform	00:07:58,305	00:08:00,473	superstore	Jonah
620	3	uh, just out of curiosity, how long were you at your previous job?	Care	00:08:06,113	00:08:10,150	superstore	Jonah
620	5	i just couldn't help but notice you're getting a little frustrated over here.	Care	00:08:27,100	00:08:30,170	superstore	Jonah
620	6	oh, well, we will be sorry to lose you...	Comfort	00:08:33,106	00:08:37,177	superstore	Jonah
621	1	oh, yeah, sure.	Agree	00:09:13,546	00:09:14,982	superstore	Glenn
621	7	well, i was just wondering if there was any way that we could switch around adam's schedule just so that we're not on the same shifts.	Advise	00:09:27,427	00:09:33,433	superstore	Amy
621	12	well, you were absolutely no help there.	Criticize	00:10:15,075	00:10:17,610	superstore	Glenn
623	0	glenn said the weirdest thing to me.	Complain	00:11:00,220	00:11:01,654	superstore	Amy
623	4	anyways, uh, i-i'm gonna go.	Leave	00:11:31,551	00:11:34,454	superstore	Cheyenne
623	6	why are there all these chairs?	Complain	00:11:44,164	00:11:46,133	superstore	Garrett
623	7	stupid temps.	Complain	00:11:46,166	00:11:48,501	superstore	Garrett
624	0	i was just opening up some shampoo boxes, and i think i extended my box cutter too much.	Inform	00:12:05,718	00:12:10,190	superstore	Adam
624	1	so it's kind of a mess. who do i call to clean that up?	Ask for help	00:12:10,223	00:12:12,892	superstore	Adam
624	6	i don't get it, but it's great.	Praise	00:12:47,194	00:12:48,528	superstore	Amy
625	0	oh, well, that looks like absolute crap.	Complain	00:13:01,241	00:13:03,910	superstore	superstore person1
625	1	listen, so, um, i'm not supposed to tell you this, but it's actually after 3:00, so if you quit now, they got to pay you for a full day.	Inform	00:13:07,980	00:13:16,189	superstore	Jonah
626	0	hey.	Greet	00:13:43,583	00:13:44,651	superstore	Jonah
626	1	my name's jonah.	Joke	00:13:44,684	00:13:45,785	superstore	Garrett
626	2	i couldn't possibly wager on people quitting their jobs.	Joke	00:13:45,818	00:13:49,322	superstore	Garrett
626	3	you were trying to make him quit, which is so much more awesome.	Criticize	00:13:54,361	00:13:58,231	superstore	Garrett
626	4	i wasted a lot of good years.	Complain	00:13:59,966	00:14:02,001	superstore	Garrett
627	0	you have to be ready for anything because the questions are gonna be coming fast and furious.	Inform	00:14:05,672	00:14:12,545	superstore	Glenn
627	2	hi, glenn! he's a horse!	Greet	00:14:24,591	00:14:26,626	superstore	Amy
628	0	hey, man, what you into?	Care	00:14:35,468	00:14:36,936	superstore	Garrett
628	1	what do you love? what do you hate?	Care	00:14:36,969	00:14:38,371	superstore	Garrett
628	2	let's do hate first.	Advise	00:14:38,405	00:14:39,506	superstore	Garrett
628	5	i guess not seeing my son all day.	Complain	00:14:49,482	00:14:52,452	superstore	superstore person1
633	1	one of the temporary workers quit.	Inform	00:18:01,541	00:18:03,843	superstore	Glenn
633	2	but, you know, it happens all the time, right?	Comfort	00:18:06,713	00:18:09,048	superstore	Jonah
633	3	these guys quit early. yeah, i know. it's-i'm just disappointed 'cause i hired them from my church's last chances program.	Complain	00:18:09,081	00:18:18,558	superstore	Jonah
634	0	these poor souls are just looking for a break and you turned this into thunderdome.	Criticize	00:18:36,809	00:18:40,680	superstore	Garrett
634	5	oh, my back hurts.	Complain	00:18:55,695	00:18:57,096	superstore	Amy
634	6	that table in the photo lab is really uncomfortable.	Complain	00:18:57,129	00:19:01,834	superstore	Amy
637	0	hey! isaac. hey, hey.	Greet	00:20:37,029	00:20:39,966	superstore	Jonah
637	2	i wanted to give you this.	Inform	00:20:47,139	00:20:48,908	superstore	Jonah
637	4	thank you.	Thank	00:21:00,419	00:21:01,888	superstore	superstore person1
638	2	i think i hit something with my car, but i was too tired to check.	Complain	00:01:02,556	00:01:06,560	superstore	Cheyenne
638	3	black friday is the most important day of the year.	Inform	00:01:09,763	00:01:12,933	superstore	Glenn
638	4	and the key to getting through it is to stay calm.	Inform	00:01:12,966	00:01:15,836	superstore	Glenn
638	5	you can stay george w. bush cool.	Advise	00:01:23,711	00:01:25,913	superstore	Glenn
638	7	no, why do i keep saying 9/11?	Complain	00:01:33,887	00:01:35,956	superstore	Glenn
638	8	what's 9/11?	Care	00:01:35,989	00:01:37,825	superstore	Garrett
638	9	today, you need to prepare for the worst.	Inform	00:01:40,728	00:01:42,563	superstore	Dina
638	10	if you find yourself in a jam, remember the word act: assess, communicate, take action.	Inform	00:01:42,596	00:01:47,735	superstore	Dina
638	11	assess: assess the situation.	Inform	00:01:47,768	00:01:49,770	superstore	Dina
638	12	communicate: communicate.	Inform	00:01:49,803	00:01:51,939	superstore	Dina
638	13	take action: take action.	Inform	00:01:51,972	00:01:54,708	superstore	Dina
638	14	all right, i want a minimum of five employees in each zone, eight in electronics, obviously in rolling, two-person pigeon teams.	Arrange	00:01:57,210	00:02:03,951	superstore	Amy
638	15	we'll assimilate any dead stock for tkts at the end of the day.	Inform	00:02:05,769	00:02:08,572	superstore	Amy
638	16	jonah, can you please be in charge of tracking the upts and logging them in the t7?	Arrange	00:02:10,157	00:02:14,294	superstore	Amy
638	17	yes, i certainly can.	Agree	00:02:14,327	00:02:15,863	superstore	Jonah
638	18	i just made that up. you're on spills and trash.	Arrange	00:02:15,896	00:02:17,731	superstore	Amy
639	1	also, if anyone finds a green hair thingy, it's mine.	Inform	00:02:47,861	00:02:50,931	superstore	Cheyenne
639	2	hey, any way you guys could set aside one of those 60-inch flat-screens for me?	Ask for help	00:02:55,936	00:02:59,106	superstore	superstore person1
640	0	hey, tate, how's it going?	Care	00:03:11,852	00:03:14,655	superstore	Glenn
640	5	have you had anything to drink today?	Care	00:03:54,695	00:03:55,663	superstore	Tate
640	6	i think you'll be fine.	Comfort	00:03:57,665	00:03:58,632	superstore	Tate
641	2	this is exciting! this is fun.	Praise	00:04:19,787	00:04:21,655	superstore	Jonah
641	4	wow, i just got really nauseous all of a sudden.	Complain	00:04:27,127	00:04:30,831	superstore	Amy
641	5	i'm so sorry. that's, like, a reflex a mine.	Apologise	00:04:32,099	00:04:33,233	superstore	Jonah
641	7	finish this.	Arrange	00:04:39,907	00:04:41,875	superstore	Amy
643	3	no, i can't-i can't hear you.	Complain	00:05:32,525	00:05:34,127	superstore	Amy
643	6	attention, cloud 9 shoppers.	Inform	00:05:44,938	00:05:46,807	superstore	Garrett
643	7	apparently black friday has begun.	Inform	00:05:46,840	00:05:49,109	superstore	Garrett
643	8	from all of us here at cloud 9.	Inform	00:05:49,142	00:05:56,183	superstore	Garrett
645	0	attention, shoppers.	Inform	00:06:33,353	00:06:34,521	superstore	Garrett
645	1	cloud 9 brand tablets are half off.	Inform	00:06:34,554	00:06:36,957	superstore	Garrett
645	2	the halo fog has an hd display and boasts a battery life of about 45 minutes.	Inform	00:06:36,990	00:06:41,995	superstore	Garrett
645	3	hey, i need you to work the register while tim's in the bathroom.	Arrange	00:06:42,029	00:06:44,464	superstore	Dina
645	5	it's all hands on deck, so quit your myspacing and get on the register.	Arrange	00:06:53,040	00:06:56,076	superstore	Dina
645	7	all right.	Agree	00:06:57,878	00:06:59,312	superstore	Garrett
645	8	fine, but the second you're done, i want you on register three.	Arrange	00:07:00,948	00:07:03,851	superstore	Dina
645	10	you can also view thousands of movies on the halo fog.	Inform	00:07:06,286	00:07:09,957	superstore	Garrett
645	11	i will now list some of the movies that are probably on there.	Inform	00:07:09,990	00:07:12,860	superstore	Garrett
645	12	that's a good movie.	Praise	00:07:22,035	00:07:23,203	superstore	Garrett
646	0	excuse me, do you have any more of these espresso makers in the back?	Ask for help	00:07:23,236	00:07:26,406	superstore	superstore person1
646	1	i think so, yeah.	Agree	00:07:26,439	00:07:29,042	superstore	Cheyenne
646	2	okay, could you get me one?	Ask for help	00:07:29,076	00:07:31,044	superstore	superstore person1
646	4	how do we decide who to help first?	Complain	00:07:36,917	00:07:38,418	superstore	Nico
647	1	um, do you have any extra pregnancy tests back here?	Ask for help	00:07:54,467	00:07:57,337	superstore	Amy
647	2	of course. why do you need them?	Care	00:07:57,370	00:07:58,939	superstore	Tate
647	4	didn't think you had it in you.	Taunt	00:08:08,515	00:08:10,583	superstore	Tate
648	0	oh, i'm looking for a little girl.	Ask for help	00:08:33,040	00:08:34,474	superstore	superstore person1
648	1	she has a big bow in her hair.	Introduce	00:08:34,507	00:08:36,076	superstore	superstore person1
648	2	she's carrying a baby fashion girl.	Introduce	00:08:36,109	00:08:37,677	superstore	superstore person1
648	3	okay, relax, we're gonna find her.	Comfort	00:08:37,710	00:08:39,612	superstore	Glenn
648	4	the important thing to do, though, is stay calm.	Advise	00:08:39,646	00:08:42,415	superstore	Glenn
648	6	thank god.	Thank	00:08:46,987	00:08:48,021	superstore	superstore person1
649	0	but we don't know.	Inform	00:09:01,701	00:09:02,602	superstore	Garrett
649	1	what are you still doing here?	Criticize	00:09:08,208	00:09:09,509	superstore	Dina
649	2	you're supposed to be on the register.	Criticize	00:09:09,192	00:09:10,594	superstore	Dina
649	4	yeah, that was ten minutes ago.	Criticize	00:09:12,212	00:09:13,480	superstore	Dina
650	4	i am not pregnant.	Inform	00:09:36,603	00:09:38,605	superstore	Amy
650	5	oh, i'm so sorry-or happy for you.	Comfort	00:09:38,638	00:09:42,542	superstore	Jonah
650	8	okay, dick, sorry i'm boring you.	Apologise	00:09:53,686	00:09:56,023	superstore	Amy
651	0	okay, everyone, here's the sitch: it appears that everyone in the store got very ill from food poisoning, probably from our potluck.	Inform	00:10:15,042	00:10:23,616	superstore	Glenn
651	4	oh, i like this store.	Praise	00:10:35,428	00:10:37,364	superstore	Glenn
651	5	i'm one of those people who hates being sick.	Complain	00:10:39,632	00:10:41,668	superstore	Nico
651	6	i need you to cross-check housewares.	Inform	00:10:48,608	00:10:50,310	superstore	Amy
651	8	so you can switch off.	Advise	00:10:53,480	00:10:55,048	superstore	Amy
651	9	and, um, myrtle, i'm gonna need you to start folding, like, 1,000 times faster.	Arrange	00:10:55,082	00:11:00,120	superstore	Amy
652	0	and then there's the one where tom hanks is in the airport the whole time.	Inform	00:11:13,700	00:11:18,171	superstore	Garrett
652	1	honestly, i checked out on that one.	Inform	00:11:18,205	00:11:20,373	superstore	Garrett
652	2	i didn't.	Inform	00:11:22,709	00:11:24,111	superstore	Garrett
652	3	ugh, i don't feel so hot.	Inform	00:11:24,144	00:11:25,545	superstore	Garrett
652	4	i got to take a break, y'all.	Inform	00:11:25,578	00:11:26,746	superstore	Garrett
652	5	if you're done with the announcement, register three could use a hand.	Ask for help	00:11:29,549	00:11:32,085	superstore	Dina
652	6	don't forget about  polar express.  merry christmas, kids.	Inform	00:11:39,126	00:11:42,762	superstore	Garrett
652	7	it's a nightmare.	Inform	00:11:42,795	00:11:44,131	superstore	Garrett
654	0	and then the volleyball floats away.	Inform	00:12:41,888	00:12:44,557	superstore	Garrett
654	2	oh.   i feel like my insides are crawling through my skin.	Complain	00:12:47,860	00:12:51,831	superstore	Nico
654	3	sure.	Agree	00:12:53,233	00:12:54,801	superstore	Cheyenne
654	5	you know, i think someone already bought them all.	Inform	00:12:58,971	00:13:02,842	superstore	Cheyenne
654	8	it's called war profiteering.	Flaunt	00:13:05,878	00:13:07,480	superstore	Cheyenne
654	9	i learned about it in social studies.	Flaunt	00:13:07,514	00:13:09,649	superstore	Cheyenne
655	2	yeah, no, i-i don't blame you.	Comfort	00:13:26,833	00:13:28,701	superstore	Jonah
655	5	yeah, it's, uh-it's complicated times.	Agree	00:13:48,621	00:13:51,624	superstore	Jonah
655	6	so complicated.	Complain	00:13:51,658	00:13:53,260	superstore	Amy
657	1	we're just taking a little break.	Inform	00:14:48,981	00:14:50,383	superstore	Jonah
657	2	we'll get out there in a sec.	Inform	00:14:50,417	00:14:51,784	superstore	Jonah
657	3	oh, no, i feel terrible.	Complain	00:14:54,721	00:14:55,988	superstore	Glenn
657	4	worst i've ever felt.	Complain	00:14:56,022	00:14:57,957	superstore	Glenn
661	0	i can't move.	Complain	00:19:56,222	00:19:57,924	superstore	Nico
661	1	me neither.	Complain	00:19:57,957	00:19:59,358	superstore	Cheyenne
661	2	hey, myrtle.	Greet	00:19:59,391	00:20:01,193	superstore	Glenn
661	3	could somebody poke myrtle and see if she's still alive?	Ask for help	00:20:02,428	00:20:05,798	superstore	Glenn
664	1	ugh, can we, like, get some coat hooks or something?	Ask for help	00:00:17,851	00:00:21,622	superstore	Nico
664	2	well, before we do that, can we fix this drip?	Ask for help	00:00:21,655	00:00:24,192	superstore	Amy
664	3	speaking of corporate, this memo just came through:  this time of year, many of us suffer  from seasonal affective disorder.	Inform	00:00:35,829	00:00:40,768	superstore	Dina
664	4	hmm, cloud 9 really does care.	Taunt	00:00:57,985	00:01:00,554	superstore	Garrett
664	5	well, they did send a letter.	Inform	00:01:00,588	00:01:01,955	superstore	Dina
666	0	we used to give it to charity, but then goodwill told us not to leave our trash on their loading dock.	Inform	00:02:11,224	00:02:15,028	superstore	Garrett
666	1	hurry up, sandra. it's not like you're gonna find a man in there.	Taunt	00:02:15,062	00:02:17,998	superstore	Dina
667	1	hey, anyway, um, i wanted to ask you a question.	Ask for help	00:02:52,606	00:02:55,609	superstore	Glenn
667	3	about 20.	Inform	00:03:12,326	00:03:13,661	superstore	Tate
667	5	you know, i do volunteer work at this children's ward, and there's a guy who dresses up as a clown and goes around cheering up the kids.	Introduce	00:03:20,768	00:03:28,642	superstore	Glenn
667	8	the best medicine is penicillin.	Inform	00:03:31,779	00:03:33,981	superstore	Glenn
667	9	at least it used to be. with all these superbugs now, we might all be dead in ten years, so i guess laughter's as good as anything.	Joke	00:03:34,014	00:03:40,621	superstore	Tate
667	10	okay.	Agree	00:03:40,654	00:03:41,622	superstore	Glenn
668	1	she'll think i'm slamming her for being bald.	Complain	00:03:53,367	00:03:55,736	superstore	Cheyenne
668	2	ooh, oh, it's a vhs copy of  murder, she wrote,  seasons three, episodes seven through nine.	Introduce	00:03:55,769	00:04:01,809	superstore	Garrett
668	4	a journal. all right, what do we got here?	Flaunt	00:04:05,579	00:04:09,783	superstore	Jonah
668	6	there's a squeaker in it, too. how cute is that?	Introduce	00:04:20,794	00:04:24,365	superstore	Dina
669	0	hey, cheyenne.	Greet	00:05:11,712	00:05:14,548	superstore	Glenn
669	1	how you doing?	Greet	00:05:14,582	00:05:16,917	superstore	Glenn
669	2	just a little down, you know, some days you get the giraffe, and other days you get the wig.	Complain	00:05:16,950	00:05:22,556	superstore	Cheyenne
669	3	that's so true.	Agree	00:05:22,590	00:05:24,792	superstore	Glenn
669	8	hey, janet. what's your favorite animal?	Care	00:05:51,785	00:05:54,722	superstore	Glenn
670	0	hey, dina, uh, i can't work on thursday, but brett said he'd cover for me, so could you change the schedule?	Ask for help	00:06:03,531	00:06:07,868	superstore	Garrett
670	1	oh, boy, here we go. cue garrett being weird.	Taunt	00:06:07,911	00:06:12,416	superstore	Dina
671	0	no, i'm not yelling, i am whispering.	Oppose	00:06:27,187	00:06:28,989	superstore	Amy
671	1	might i borrow these this weekend?	Ask for help	00:06:37,197	00:06:38,732	superstore	Jonah
671	2	i'm attending the opera.	Inform	00:06:38,766	00:06:39,933	superstore	Jonah
671	3	i think you left some stuff in your pockets.	Inform	00:06:47,675	00:06:50,811	superstore	Jonah
671	4	yeah, here we go. here is your old end of a joint.	Introduce	00:06:50,844	00:06:54,648	superstore	Jonah
671	5	an old receipt, and, uh, here is your...	Introduce	00:07:12,566	00:07:18,238	superstore	Jonah
674	2	maybe if you go a little faster?	Advise	00:09:07,915	00:09:09,650	superstore	Garrett
674	3	oh, good! good, good.	Praise	00:09:14,822	00:09:16,657	superstore	Glenn
674	5	no, no, no, no, no, i-i'll keep going.	Oppose	00:09:24,031	00:09:26,133	superstore	Glenn
674	7	oh, grow up.	Criticize	00:09:33,974	00:09:35,809	superstore	Dina
677	1	no. sorry.	Apologise	00:11:27,955	00:11:30,190	superstore	Sandra
677	3	guys, guys, hold on just a second.	Prevent	00:11:40,300	00:11:42,469	superstore	Jonah
677	4	so amy found the money, and amy's always wanted to get a massage at this day spa.	Inform	00:11:42,502	00:11:46,874	superstore	Jonah
677	6	we should treat ourselves to something nice.	Advise	00:11:51,579	00:11:53,781	superstore	Garrett
678	3	you're actually the third v-card i've taken.	Inform	00:13:12,793	00:13:14,862	superstore	Dina
680	0	oh, i'd do it myself, but not waterproof.	Introduce	00:14:15,889	00:14:20,594	superstore	Tate
680	2	okay.	Agree	00:14:45,085	00:14:46,219	superstore	Tate
682	0	there's a sign-up sheet.	Introduce	00:16:17,945	00:16:19,780	superstore	Tate
682	3	i'm not gonna apologize for taking advantage of a loophole.	Inform	00:16:25,886	00:16:29,122	superstore	Tate
682	5	thank you.	Thank	00:16:48,141	00:16:49,877	superstore	Amy
682	8	oh, this is so nice.	Praise	00:16:53,914	00:16:57,885	superstore	Amy
682	10	guess what. i found the guy who lost the $900.	Inform	00:17:00,921	00:17:03,991	superstore	Sandra
682	11	so i read the date of the receipt for the arizona iced tea and remembered that i had sold it seven months ago.	Inform	00:17:10,887	00:17:16,269	superstore	Sandra
682	12	right, 'cause you have that awesome memory where you don't forget anything.	Taunt	00:17:16,303	00:17:19,306	superstore	Amy
682	13	anyway, i remembered selling the same man a pack of tube socks back on march 29th, so i searched the loyalty card database and there he was.	Inform	00:17:24,044	00:17:30,350	superstore	Sandra
682	14	stuart mitchell.	Introduce	00:17:30,383	00:17:32,052	superstore	Sandra
682	15	thank you so much for calling me.	Thank	00:17:32,886	00:17:35,555	superstore	superstore person1
682	16	i work with my church counseling at-risk youth, and this was the money i'd gotten together to organize a field trip to peru.	Introduce	00:17:35,588	00:17:42,295	superstore	superstore person1
682	19	you guys have a really nice break room.	Praise	00:18:15,328	00:18:18,398	superstore	superstore person1
685	4	adam's sleeping in the basement.	Inform	00:20:11,411	00:20:15,348	superstore	Amy
685	6	no, thank you.	Thank	00:20:52,052	00:20:55,755	superstore	Amy
687	0	uh, moving on, we have buttons for everybody to wear today, and there's a vp coming in to oversee this rollout.	Inform	00:01:17,605	00:01:25,746	superstore	Jeff
687	3	oh, that's kelsey, from cloud 9.	Introduce	00:01:31,985	00:01:33,821	superstore	Jeff
687	4	she's the new supercloud mascot.	Introduce	00:01:33,854	00:01:36,524	superstore	Jeff
687	5	and it could have, like, a cape or something, and, like, little cloud muscles.	Advise	00:01:51,004	00:01:57,711	superstore	Cheyenne
687	7	here are some words we'd like you guys to pepper in to the conversation today whenever supercloud comes up, obviously, so  cool,   millennial,   on fleek...  have to go back to the superhero mascot, i'm so sorry, that's just a home run.	Inform	00:02:05,786	00:02:19,767	superstore	Jeff
689	1	like stretched-out danny devito.	Taunt	00:03:17,958	00:03:19,760	superstore	Nico
689	2	i want you to meet rex joshi. he's in from the main office.	Introduce	00:03:20,994	00:03:23,330	superstore	Jeff
689	3	hey, call me mr. joshi. pleasure to meet you.	Greet	00:03:23,363	00:03:25,766	superstore	superstore person1
689	4	so good to meet you. so good to meet you guys.	Greet	00:03:25,799	00:03:28,001	superstore	superstore person1
689	5	let me tell you something: we are so excited about this supercloud.	Praise	00:03:28,035	00:03:30,871	superstore	superstore person1
689	9	you are management, so you're most at fault here.	Criticize	00:03:57,397	00:04:00,801	superstore	Jeff
689	10	that is not how you climb a ladder, you   turd!	Criticize	00:04:10,678	00:04:14,047	superstore	Dina
690	0	hey, cheyenne, can you go wake up this lady that fell asleep in electronics?	Arrange	00:04:17,084	00:04:21,722	superstore	Glenn
690	1	last time i tried something like that, i got punched in the beans.	Complain	00:04:21,755	00:04:24,658	superstore	Glenn
690	2	it's normally so expensive i can barely afford her eye shadow.	Complain	00:04:28,729	00:04:31,832	superstore	Cheyenne
690	5	you'll have to do it when your shift's over.	Arrange	00:04:44,177	00:04:46,113	superstore	Glenn
691	2	could you pull that up a little bit higher?	Ask for help	00:05:27,087	00:05:31,058	superstore	superstore person2
694	2	just a couple times in the mirror, don't worry about it.	Comfort	00:07:23,236	00:07:26,573	superstore	Nico
694	3	okay, listen. i know you're really stressed out, but, okay, this isn't you, okay?	Comfort	00:07:26,606	00:07:31,879	superstore	Nico
694	5	well, that's hurtful.	Complain	00:07:40,888	00:07:43,023	superstore	Jeff
694	9	i love that you and chad are still close.	Taunt	00:07:58,638	00:08:01,875	superstore	Nico
695	0	garrett, can you please formulate a global strategy to fold the yoga pants in softline?	Ask for help	00:08:04,978	00:08:12,252	superstore	Amy
695	1	very clever. so great to reconnect with you, rex.	Praise	00:08:15,522	00:08:17,925	superstore	Jonah
695	8	nice job with this area, everyone.	Praise	00:08:59,432	00:09:02,669	superstore	Jeff
695	9	good job managing, dina.	Praise	00:09:02,702	00:09:04,337	superstore	Jeff
695	10	thank you, jeff.	Thank	00:09:04,371	00:09:05,405	superstore	Dina
695	11	good job with this area.	Praise	00:09:18,051	00:09:20,053	superstore	Jeff
695	12	well, it seems we've got a rat in the store.	Taunt	00:09:23,156	00:09:29,529	superstore	Dina
696	2	okay, well, that's, uh, disappointing.	Complain	00:10:18,378	00:10:22,249	superstore	Glenn
696	5	well, then, you're fired.	Inform	00:10:43,136	00:10:44,637	superstore	Glenn
696	7	of course you're not fired. i love you!	Joke	00:10:46,406	00:10:49,142	superstore	Glenn
696	8	okay, well, thank you.	Thank	00:10:49,176	00:10:50,743	superstore	Jonah
697	1	sandra is having an affair with jeff.	Criticize	00:14:07,807	00:14:10,477	superstore	Dina
697	2	don't you deny it! you were seen kissing on the loading dock.	Criticize	00:14:11,444	00:14:13,780	superstore	Dina
699	0	jeff and i have these cute nicknames for each other.	Flaunt	00:16:28,681	00:16:29,749	superstore	Sandra
